Ёлемент	N	WL	I	Source	Ion
K,	245828,	303.492,	30,	h,	1
K,	245829,	305.207,	6,	e,	3
K,	245830,	305.684,	5,	e,	3
K,	245831,	306.216,	10,	e,	2
K,	245832,	310.179,	4,	c,	1
K,	245833,	310.204,	3,	c,	1
K,	245834,	310.5,	15,	e,	2
K,	245835,	320.195,	6,	e,	3
K,	245836,	320.934,	6,	e,	3
K,	245837,	321.716,	6,	c,	1
K,	245838,	321.762,	6,	c,	1
K,	245839,	327.879,	6,	e,	3
K,	245840,	332.24,	6,	e,	3
K,	245841,	334.53200000000004,	15,	e,	2
K,	245842,	336.293,	7,	e,	3
K,	245843,	336.42199999999997,	6,	e,	3
K,	245844,	337.36,	15,	e,	2
K,	245845,	338.062,	15,	e,	2
K,	245846,	338.486,	15,	e,	2
K,	245847,	340.424,	15,	e,	2
K,	245848,	342.082,	6,	e,	3
K,	245849,	344.005,	20,	e,	2
K,	245850,	344.643,	11,	c,	1
K,	245851,	344.738,	10,	c,	1
K,	245852,	346.832,	6,	e,	3
K,	245853,	348.111,	15,	e,	2
K,	245854,	351.38800000000003,	5,	e,	3
K,	245855,	352.95300000000003,	5,	e,	2
K,	245856,	343.075,	20,	e,	2
K,	245857,	360.88800000000003,	10,	e,	2
K,	245858,	361.84299999999996,	15,	e,	2
K,	245859,	364.884,	3,	c,	1
K,	245860,	364.898,	4,	c,	1
K,	245861,	368.153,	15,	e,	2
K,	245862,	376.736,	15,	e,	2
K,	245863,	378.319,	15,	e,	2
K,	245864,	380.014,	15,	e,	2
K,	245865,	381.75,	20,	e,	2
K,	245866,	387.37399999999997,	10,	e,	2
K,	245867,	389.787,	30,	e,	2
K,	245868,	394.25300000000004,	15,	e,	2
K,	245869,	395.521,	15,	e,	2
K,	245870,	396.67199999999997,	15,	e,	2
K,	245871,	397.258,	15,	e,	2
K,	245872,	399.51,	15,	e,	2
K,	245873,	400.12,	20,	e,	2
K,	245874,	404.259,	15,	e,	2
K,	245875,	404.414,	32,	m,	1
K,	245876,	404.721,	16,	m,	1
K,	245877,	409.369,	10,	e,	2
K,	245878,	411.49899999999997,	15,	e,	2
K,	245879,	413.47200000000004,	20,	e,	2
K,	245880,	414.91700000000003,	20,	e,	2
K,	245881,	418.62299999999993,	30,	e,	2
K,	245882,	422.29799999999994,	20,	e,	2
K,	245883,	422.561,	20,	e,	2
K,	245884,	426.331,	20,	e,	2
K,	245885,	430.5,	20,	e,	2
K,	245886,	430.908,	20,	e,	2
K,	245887,	434.003,	10,	e,	2
K,	245888,	438.813,	20,	e,	2
K,	245889,	446.666,	10,	e,	2
K,	245890,	450.534,	15,	e,	2
K,	245891,	459.56499999999994,	10,	e,	2
K,	245892,	460.843,	30,	e,	2
K,	245893,	464.188,	10,	c,	1
K,	245894,	464.23699999999997,	11,	c,	1
K,	245895,	465.938,	10,	e,	2
K,	245896,	474.091,	4,	c,	1
K,	245897,	474.434,	6,	c,	1
K,	245898,	475.39300000000003,	5,	c,	1
K,	245899,	475.73900000000003,	7,	c,	1
K,	245900,	478.649,	5,	c,	1
K,	245901,	479.105,	7,	c,	1
K,	245902,	479.975,	6,	c,	1
K,	245903,	480.43500000000006,	8,	c,	1
K,	245904,	482.92299999999994,	40,	e,	2
K,	245905,	484.986,	7,	c,	1
K,	245906,	485.60900000000004,	8,	c,	1
K,	245907,	486.34799999999996,	8,	c,	1
K,	245908,	486.976,	9,	c,	1
K,	245909,	494.201,	8,	c,	1
K,	245910,	495.081,	9,	c,	1
K,	245911,	495.61499999999995,	9,	c,	1
K,	245912,	496.503,	10,	c,	1
K,	245913,	500.56000000000006,	30,	e,	2
K,	245914,	505.62700000000007,	20,	e,	2
K,	245915,	508.42299999999994,	10,	c,	1
K,	245916,	509.717,	11,	c,	1
K,	245917,	509.91999999999996,	11,	c,	1
K,	245918,	511.225,	12,	c,	1
K,	245919,	532.328,	12,	c,	1
K,	245920,	533.96899999999994,	13,	c,	1
K,	245921,	534.297,	12,	c,	1
K,	245922,	535.957,	14,	c,	1
K,	245923,	547.013,	15,	e,	2
K,	245924,	691.108,	2,	m,	1
K,	245925,	693.62799999999993,	12,	c,	1
K,	245926,	693.87700000000007,	5,	m,	1
K,	245927,	696.418,	7,	c,	1
K,	245928,	696.467,	12,	c,	1
K,	245929,	766.49,	1800,	m,	1
K,	245930,	769.896,	900,	m,	1
K,	245931,	960.1,	1,	m,	1
La,	245932,	200,	1,	m,	2
La,	245933,	247.19,	1,	m,	2
La,	245934,	247.98499999999999,	1,	m,	2
La,	245935,	248.75900000000002,	1,	m,	2
La,	245936,	253.314,	1,	m,	2
La,	245937,	256.037,	1,	m,	2
La,	245938,	259.60900000000004,	1,	m,	2
La,	245939,	261.034,	46,	m,	2
La,	245940,	280.839,	48,	m,	2
La,	245941,	310.459,	24,	m,	2
La,	245942,	314.276,	18,	m,	1
La,	245943,	324.51300000000003,	70,	m,	2
La,	245944,	324.935,	36,	m,	2
La,	245945,	326.567,	45,	m,	2
La,	245946,	330.31100000000004,	110,	m,	2
La,	245947,	333.74899999999997,	200,	m,	2
La,	245948,	334.456,	120,	m,	2
La,	245949,	338.091,	200,	m,	2
La,	245950,	364.54200000000003,	120,	m,	2
La,	245951,	365.018,	46,	m,	2
La,	245952,	394.90999999999997,	900,	m,	2
La,	245953,	398.852,	440,	m,	2
La,	245954,	399.575,	360,	m,	2
La,	245955,	407.735,	280,	m,	2
La,	245956,	408.67199999999997,	550,	m,	2
La,	245957,	412.323,	440,	m,	2
La,	245958,	423.838,	160,	m,	2
La,	245959,	426.94899999999996,	48,	m,	2
La,	245960,	433.37299999999993,	460,	m,	2
La,	245961,	442.98999999999995,	200,	m,	2
La,	245962,	489.992,	200,	m,	2
La,	245963,	492.09799999999996,	80,	m,	2
La,	245964,	492.179,	80,	m,	2
La,	245965,	960.1,	1,	m,	1
Li,	245966,	165.32999999999998,	30,	c,	2
Li,	245967,	230.459,	5,	a,	1
Li,	245968,	230.49200000000002,	5,	a,	1
Li,	245969,	230.536,	5,	a,	1
Li,	245970,	230.583,	5,	a,	1
Li,	245971,	230.629,	5,	a,	1
Li,	245972,	230.68200000000002,	5,	a,	1
Li,	245973,	230.744,	5,	a,	1
Li,	245974,	230.897,	5,	a,	1
Li,	245975,	230.988,	5,	a,	1
Li,	245976,	231.094,	5,	a,	1
Li,	245977,	231.211,	5,	a,	1
Li,	245978,	231.349,	5,	a,	1
Li,	245979,	231.50799999999998,	5,	a,	1
Li,	245980,	231.695,	5,	a,	1
Li,	245981,	231.91799999999998,	5,	a,	1
Li,	245982,	232.18800000000002,	5,	a,	1
Li,	245983,	232.51100000000002,	5,	a,	1
Li,	245984,	232.902,	5,	a,	1
Li,	245985,	233,	1,	c,	2
Li,	245986,	233.394,	5,	a,	1
Li,	245987,	234.01500000000002,	5,	a,	1
Li,	245988,	234.82199999999997,	5,	a,	1
Li,	245989,	235.89299999999997,	5,	a,	1
Li,	245990,	237.35399999999999,	5,	a,	1
Li,	245991,	238.16,	1,	c,	2
Li,	245992,	238.32600000000002,	1,	c,	2
Li,	245993,	239.439,	1,	h,	1
Li,	245994,	241.08499999999998,	1,	c,	2
Li,	245995,	242.54299999999998,	3,	h,	1
Li,	245996,	243,	2,	c,	2
Li,	245997,	247.506,	10,	h,	1
Li,	245998,	250.7,	5,	c,	2
Li,	245999,	250.88299999999998,	15,	c,	2
Li,	246000,	253.94,	5,	c,	2
Li,	246001,	255.17,	2,	c,	2
Li,	246002,	256.231,	15,	h,	1
Li,	246003,	260.51,	5,	c,	2
Li,	246004,	265.73,	5,	c,	2
Li,	246005,	267.44,	10,	c,	2
Li,	246006,	272.84000000000003,	10,	c,	2
Li,	246007,	273.05,	25,	c,	2
Li,	246008,	274.12,	5,	m,	1
Li,	246009,	276.7,	20,	c,	2
Li,	246010,	279.039,	10,	c,	2
Li,	246011,	302.90999999999997,	12,	c,	2
Li,	246012,	315.54,	10,	c,	2
Li,	246013,	319.58000000000004,	15,	c,	2
Li,	246014,	319.943,	40,	c,	2
Li,	246015,	323.26599999999996,	17,	m,	1
Li,	246016,	324.99,	25,	c,	2
Li,	246017,	330.63,	20,	c,	2
Li,	246018,	368.40999999999997,	10,	c,	2
Li,	246019,	371.87,	3,	h,	1
Li,	246020,	379.472,	6,	h,	1
Li,	246021,	391.53499999999997,	20,	h,	1
Li,	246022,	398.554,	10,	h,	1
Li,	246023,	413.262,	40,	h,	1
Li,	246024,	427.313,	20,	h,	1
Li,	246025,	432.57,	15,	c,	2
Li,	246026,	460.28900000000004,	13,	m,	1
Li,	246027,	467.18,	18,	c,	2
Li,	246028,	467.82,	50,	c,	2
Li,	246029,	478.85,	10,	c,	2
Li,	246030,	488.13,	12,	c,	2
Li,	246031,	497.175,	8,	m,	1
Li,	246032,	503.82,	0,	,	2
Li,	246033,	548.56499999999994,	50,	c,	2
Li,	246034,	610.354,	320,	m,	1
Li,	246035,	610.365,	320,	m,	1
Li,	246036,	670.77600000000007,	3600,	m,	1
Li,	246037,	670.79099999999994,	3600,	m,	1
Li,	246038,	960.1,	1,	m,	1
Lu,	246039,	200,	1,	m,	1
Lu,	246040,	261.54200000000003,	1200,	m,	2
Lu,	246041,	276.57399999999996,	50,	m,	1
Lu,	246042,	290.03000000000003,	300,	m,	2
Lu,	246043,	291.139,	600,	m,	2
Lu,	246044,	296.332,	280,	m,	2
Lu,	246045,	307.76,	500,	m,	2
Lu,	246046,	327.897,	220,	m,	1
Lu,	246047,	328.174,	440,	m,	2
Lu,	246048,	331.211,	360,	m,	1
Lu,	246049,	337.65,	360,	m,	1
Lu,	246050,	418.425,	170,	m,	2
Lu,	246051,	451.85699999999997,	340,	m,	1
Lu,	246052,	960.1,	1,	m,	1
Mg,	246053,	202.582,	9,	c,	1
Mg,	246054,	203.957,	9,	s,	3
Mg,	246055,	205.54699999999997,	9,	s,	3
Mg,	246056,	206.488,	15,	s,	3
Mg,	246057,	209.198,	12,	s,	3
Mg,	246058,	213.404,	9,	s,	3
Mg,	246059,	217.76999999999998,	9,	s,	3
Mg,	246060,	232.958,	3,	c,	2
Mg,	246061,	239.531,	9,	s,	3
Mg,	246062,	244.95700000000002,	6,	c,	2
Mg,	246063,	246.775,	9,	s,	3
Mg,	246064,	263.287,	8,	c,	1
Mg,	246065,	264.906,	4,	c,	1
Mg,	246066,	266.076,	8,	c,	2
Mg,	246067,	266.082,	8,	c,	2
Mg,	246068,	266.95500000000004,	8,	c,	1
Mg,	246069,	267.246,	10,	c,	1
Mg,	246070,	269.37199999999996,	3,	c,	1
Mg,	246071,	269.518,	5,	c,	1
Mg,	246072,	269.81399999999996,	6,	c,	1
Mg,	246073,	273.349,	10,	c,	1
Mg,	246074,	273.653,	12,	c,	1
Mg,	246075,	277.669,	38,	m,	1
Mg,	246076,	277.827,	32,	m,	1
Mg,	246077,	277.983,	90,	m,	1
Mg,	246078,	278.142,	32,	m,	1
Mg,	246079,	278.29699999999997,	36,	m,	1
Mg,	246080,	279.079,	13,	m,	2
Mg,	246081,	279.553,	1000,	m,	2
Mg,	246082,	279.806,	16,	m,	2
Mg,	246083,	280.27,	600,	m,	2
Mg,	246084,	284.675,	12,	c,	1
Mg,	246085,	284.842,	14,	c,	1
Mg,	246086,	285.165,	16,	c,	1
Mg,	246087,	285.213,	6000,	m,	1
Mg,	246088,	291.54499999999996,	3,	c,	1
Mg,	246089,	292.875,	1,	m,	2
Mg,	246090,	293.654,	3,	m,	2
Mg,	246091,	293.674,	10,	c,	1
Mg,	246092,	293.847,	12,	c,	1
Mg,	246093,	294.2,	2,	m,	1
Mg,	246094,	296.787,	1,	c,	2
Mg,	246095,	297.16999999999996,	1,	c,	2
Mg,	246096,	309.108,	20,	c,	1
Mg,	246097,	309.299,	22,	c,	1
Mg,	246098,	309.69,	14,	m,	1
Mg,	246099,	310.471,	9,	c,	2
Mg,	246100,	310.481,	8,	c,	2
Mg,	246101,	316.898,	6,	c,	2
Mg,	246102,	317.271,	6,	c,	2
Mg,	246103,	317.57800000000003,	7,	c,	2
Mg,	246104,	332.993,	17,	c,	1
Mg,	246105,	333.21500000000003,	6,	m,	1
Mg,	246106,	333.668,	9,	m,	1
Mg,	246107,	353.504,	7,	c,	2
Mg,	246108,	353.886,	8,	c,	2
Mg,	246109,	354.952,	7,	c,	2
Mg,	246110,	355.337,	8,	c,	2
Mg,	246111,	382.93,	140,	m,	1
Mg,	246112,	383.23,	300,	m,	1
Mg,	246113,	383.829,	500,	m,	1
Mg,	246114,	384.82399999999996,	8,	c,	2
